container_id,container_type,origin_port,origin_country,destination_port,destination_country,transit_days,shipment_status,quantity,category_lvl1,total_cargo_value_usd
CONT650300,20FT Standard,Guangzhou,China,Savannah,USA,16,In Transit,862,Apparel & Accessories,33911.08
CONT712479,20FT Standard,Guangzhou,China,Savannah,USA,16,In Transit,588,Apparel & Accessories,40530.84
CONT689910,20FT Standard,Guangzhou,China,Savannah,USA,16,In Transit,483,Home & Garden,85389.57
CONT730037,45FT High Cube,Shenzhen,China,Los Angeles,USA,22,Delivered,304,Vehicles & Parts,54613.60
CONT834732,45FT High Cube,Shenzhen,China,Los Angeles,USA,22,Delivered,121,Unknown,6599.34
CONT318511,45FT High Cube,Shenzhen,China,Los Angeles,USA,22,Delivered,482,Unknown,82359.34
CONT753925,45FT High Cube,Shenzhen,China,Los Angeles,USA,22,Delivered,173,Apparel & Accessories,27077.96
CONT504189,20FT Reefer,Qingdao,China,Charleston,USA,17,Customs Clearance,555,Unknown,73448.70
CONT945190,20FT Reefer,Qingdao,China,Charleston,USA,17,Customs Clearance,847,Apparel & Accessories,143735.9
CONT353537,20FT Reefer,Qingdao,China,Charleston,USA,17,Customs Clearance,919,Unknown,24381.07
CONT607537,20FT Reefer,Qingdao,China,Charleston,USA,17,Customs Clearance,409,Hardware,62057.57
CONT544409,20FT Reefer,Qingdao,China,Charleston,USA,17,Customs Clearance,781,Hardware,143235.4
CONT560168,20FT Reefer,Qingdao,China,Charleston,USA,17,Customs Clearance,815,Apparel & Accessories,84980.05
CONT782826,20FT Reefer,Qingdao,China,Charleston,USA,17,Customs Clearance,566,Unknown,10606.84
CONT556075,45FT High Cube,Guangzhou,China,New York,USA,16,In Transit,269,Apparel & Accessories,32091.7
CONT278511,45FT High Cube,Guangzhou,China,New York,USA,16,In Transit,797,Hardware,44424.78
CONT847096,45FT High Cube,Guangzhou,China,New York,USA,16,In Transit,567,Unknown,105541.38
CONT585587,45FT High Cube,Guangzhou,China,New York,USA,16,In Transit,234,Cameras & Optics,31302.18
CONT508981,20FT Reefer,Shenzhen,China,Long Beach,USA,24,Arrived at Port,139,Sporting Goods,3823.89
CONT766989,20FT Reefer,Shenzhen,China,Long Beach,USA,24,Arrived at Port,593,Home & Garden,65923.81
CONT163377,20FT Reefer,Shenzhen,China,Long Beach,USA,24,Arrived at Port,637,Apparel & Accessories,46857.72
CONT158175,40FT Standard,Dalian,China,New York,USA,17,Ready for Pickup,191,Apparel & Accessories,7979.98
CONT181726,40FT Standard,Dalian,China,New York,USA,17,Ready for Pickup,308,Apparel & Accessories,3255.56
CONT601348,40FT Standard,Dalian,China,New York,USA,17,Ready for Pickup,214,Apparel & Accessories,4881.34
CONT772481,40FT Standard,Dalian,China,New York,USA,17,Ready for Pickup,707,Home & Garden,112618.03
CONT459677,40FT Standard,Dalian,China,New York,USA,17,Ready for Pickup,852,Electronics,123190.68
CONT547509,40FT Standard,Dalian,China,New York,USA,17,Ready for Pickup,426,Unknown,11817.24
CONT844518,40FT Standard,Dalian,China,New York,USA,17,Ready for Pickup,121,Apparel & Accessories,6462.61
CONT746351,20FT Standard,Shenzhen,China,Savannah,USA,26,Delivered,452,Apparel & Accessories,14721.64
CONT394129,20FT Standard,Shenzhen,China,Savannah,USA,26,Delivered,429,Electronics,32689.8
CONT901918,20FT Standard,Shenzhen,China,Savannah,USA,26,Delivered,463,Apparel & Accessories,76871.89
CONT197505,20FT Standard,Shenzhen,China,Savannah,USA,26,Delivered,860,Apparel & Accessories,61739.40
CONT610834,20FT Standard,Shenzhen,China,Savannah,USA,26,Delivered,662,Electronics,56984.96
CONT906753,20FT Standard,Shenzhen,China,Savannah,USA,26,Delivered,806,Home & Garden,4682.86
CONT717143,20FT Standard,Shenzhen,China,Savannah,USA,26,Delivered,337,Unknown,51102.68
CONT805947,40FT Standard,Tianjin,China,Los Angeles,USA,28,In Transit,111,Health & Beauty,11680.53
CONT339401,40FT Standard,Tianjin,China,Los Angeles,USA,28,In Transit,155,Apparel & Accessories,18054.40
CONT618005,40FT Standard,Tianjin,China,Los Angeles,USA,28,In Transit,975,Hardware,116200.50
CONT671576,40FT Standard,Tianjin,China,Los Angeles,USA,28,In Transit,629,Unknown,42249.93
CONT407499,40FT Standard,Tianjin,China,Los Angeles,USA,28,In Transit,112,Unknown,12724.32
CONT252663,40FT Standard,Tianjin,China,Los Angeles,USA,28,In Transit,214,Apparel & Accessories,23332.42
CONT996078,40FT Standard,Tianjin,China,Los Angeles,USA,28,In Transit,879,Mature,173664.03
CONT748395,40FT Standard,Tianjin,China,Los Angeles,USA,28,In Transit,660,Unknown,128779.20
CONT861641,20FT Reefer,Dalian,China,Los Angeles,USA,18,Delivered,179,Apparel & Accessories,16783.04
CONT483258,20FT Reefer,Dalian,China,Los Angeles,USA,18,Delivered,634,Unknown,59374.10
CONT355152,20FT Reefer,Dalian,China,Los Angeles,USA,18,Delivered,306,Apparel & Accessories,42240.24
